Sector,Project Name,Type,URL,Date,File Size,Document_ID
Doprava,ZSSK - Vybudovanie strediska technicko-hygienickej údržby v Žiline,hodnotenie,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie_thu_zilina.pdf,13.8.2024,269 kB,1.088
Doprava,ZSSK - Vybudovanie strediska technicko-hygienickej údržby v Žiline,štúdia uskutočniteľnosti,https://www.zssk.sk/wp-content/uploads/2024/07/FS-THU-ZILINA_10_07_2024.pdf,,"3,4 MB",1.104
Doprava,ZSSK - Vybudovanie strediska technicko-hygienickej údržby v Košiciach,hodnotenie,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie_thu_kosice.pdf,25.7.2024,269 kB,1.087
Doprava,ZSSK - Vybudovanie strediska technicko-hygienickej údržby v Košiciach,štúdia uskutočniteľnosti,https://www.zssk.sk/wp-content/uploads/2024/05/Studia-uskutocnitelnosti-THU-Kosice.pdf,,718 kB,1.102
Doprava,Cesta I/75 Šaľa – obchvat (aktualizácia pred podpisom zmluvy),hodnotenie,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/i75-sala_aktualizacia-hodnotenia-pred-podpisom-zmluvy.pdf,12.7.2024,155 kB,1.086
Doprava,Nákup 25 rušňov a 10 ucelených súprav do diaľkovej dopravy,hodnotenie,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie-zssk-vozidla-dialkovu-dopravu.pdf,6.6.2024,280 kB,1.085
Doprava,Nákup 25 rušňov a 10 ucelených súprav do diaľkovej dopravy,štúdia uskutočniteľnosti,https://www.zssk.sk/wp-content/uploads/2024/05/SU-dialkova-doprava_final.pdf,,"1,03 MB",1.105
Doprava,"D3 Oščadnica – Čadca, Bukov (aktualizácia)",analýza,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/aktualizacia-hodnotenia_d3_oscadnica_cadca-bukov.pdf,30.5.2024,192 kB,1.084
Doprava,D1 Turany - Hubová,analýza,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie_d1_turany_hubova.pdf,24.5.2024,462 kB,1.083
Doprava,TTR – redizajn procesu tvorby cestovného poriadku pre lepšie využívanie železničnej infraštruktúry (aktualizácia),analýza,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie-ttr-aktualizacia.pdf,21.5.2024,217 kB,1.082
Doprava,Rekonštrukcia železničnej trate Veľký Horeš – Streda nad Bodrogom (aktualizácia),analýza,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie_velky-hores-streda-nad-bodrogom.pdf,13.3.2024,229 kB,1.081
Doprava,Nákup 6 ks ekologických koľajových vozidiel pre osobnú dopravu,analýza,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/doprava/hodnotenie-zssk-6-ej_20240229.pdf,29.2.2024,410 kB,1.080
Doprava,Koncepčná štúdia severojužného cestného prepojenia v oblasti stredného Slovenska,analýza,https://www.mfsr.sk/files/archiv/52/Hodnotenie_severojuzne_R1R3.pdf,10.11.2023,389 kB,1.079
Doprava,"D3 Žilina, Brodno – Čadca, Bukov (IV. etapa)",analýza,https://www.mfsr.sk/files/archiv/71/Hodnotenie-D3_4-etapa.pdf,27.10.2023,383 kB,1.078
Doprava,I/68 Sabinov preložka cesty (aktualizácia),analýza,https://www.mfsr.sk/files/archiv/39/Hodnotenie-pred-podpisom-I68-Sabinov-prelozka-cesty.pdf,27.10.2023,399 kB,1.077
Doprava,TTR – redizajn procesu tvorby cestovného poriadku pre lepšie využívanie železničnej infraštruktúry,analýza,https://www.mfsr.sk/files/archiv/78/UHP_Hodnotenie-TTR_20230907.pdf,7.9.2023,487 kB,1.076
Doprava,"D1 Lietavská Lúčka – Dubná Skala, technológia tunela Višňové (aktualizácia pred podpisom zmluvy)",analýza,https://www.mfsr.sk/files/archiv/23/Hodnotenie-pred-podpisom-NDS-D1-Technologia-tunela-Visnove.pdf,4.9.2023,399 kB,1.075
Doprava,R1 Banská Bystrica – Slovenská Ľupča (aktualizácia pred podpisom zmluvy),analýza,https://www.mfsr.sk/files/archiv/61/Hodnotenie_BB_SL_R1_akt_pred-podpisom.pdf,25.8.2023,414 kB,1.074
Doprava,"I/61 Trenčín, preložka (aktualizácia)",analýza,https://www.mfsr.sk/files/archiv/78/Hodnotenie_UHP_Trencin_prelozka.pdf,17.8.2023,423 kB,1.073
Doprava,D3 Kysucké Nové Mesto - Oščadnica (III. etapa),analýza,https://www.mfsr.sk/files/archiv/30/Hodnotenie_D3_III-etapa_KNM_Oscadnica.pdf,27.7.2023,543 kB,1.072
Doprava,Modernizácia železničnej trate Poprad – Vydrník (aktualizácia),analýza,https://www.mfsr.sk/files/archiv/40/Hodnotenie_UHP_Poprad-Tatry-Vydrnik.pdf,30.6.2023,433 kB,1.071
Doprava,Nákup 18 ks lôžkových vozňov,analýza,https://www.mfsr.sk/files/archiv/44/Hodnotenie-ZSSK-lozkove-vozne_UHP.pdf,24.6.2023,728 kB,1.070
Doprava,Nákup 18 ks lôžkových vozňov,štúdia uskutočniteľnosti,https://www.zssk.sk/wp-content/uploads/2023/05/Studia-uskutocnitelnosti-obnovy-vozidloveho-parku.pdf,,,1.106
Doprava,"Rýchlostná cesta R4 Prešov – severný obchvat, II. etapa (aktualizácia)",analýza,https://www.mfsr.sk/files/archiv/46/Hodnotenie_Aktualizacia_Presov_obchvat_sever_etapa_II_R4.pdf,22.6.2023,410 kB,1.069
Doprava,"D3 Oščadnica – Čadca, Bukov (II. etapa)",analýza,https://www.mfsr.sk/files/archiv/4/UHP_hodnotenie_D3-Oscadnica-Cadca-Bukov-II.pdf,16.6.2023,446 kB,1.068
Doprava,Modernizácia železničnej trate Hronský Beňadik – Nová Baňa (aktualizácia),analýza,https://www.mfsr.sk/files/archiv/18/Rekonstrukcia-Hronsky-Benadik-Nova-Bana_aktualizacia-pred-VO.pdf,9.6.2023,398 kB,1.067
Doprava,Modernizácia železničnej trate Hronský Beňadik – Nová Baňa (aktualizácia),štúdia uskutočniteľnosti,https://www.zsr.sk/files/modernizacia-trati/studie-realizovatelnosti/sr-kr-hronsky-benadik-nova-bana/priloha-6-komplexna-rekonstrukcia-hronsky-benadik-nova-bana.pdf,,,1.101
Doprava,"D4 Bratislava, Rača – Záhorská Bystrica (tunel Karpaty)",analýza,https://www.mfsr.sk/files/archiv/17/Hodnotenie_D4_tunel-Karpaty_20230420.pdf,2.5.2023,308 kB,1.066
Doprava,Elektrifikácia trate Bánovce nad Ondavou – Humenné (aktualizácia),analýza,https://www.mfsr.sk/files/archiv/29/Hodnotenie_ELBAHU_20230419.pdf,21.4.2023,423 kB,1.065
Doprava,Vybudovanie diaľkovo ovládaného zabezpečovacieho zariadenia na trati Prešov – Strážske,analýza,https://www.mfsr.sk/files/archiv/92/Hodnotenie_DOZZ_Presov_Strazske.pdf,19.4.2023,613 kB,1.064
Doprava,"D3 Žilina, Brodno – Kysucké Nové Mesto (I. etapa)",analýza,https://www.mfsr.sk/files/archiv/63/Hodnotenie_D3_etapa1.pdf,24.3.2023,474 kB,1.063
Doprava,R1 Banská Bystrica – Slovenská Ľupča (aktualizácia),analýza,https://www.mfsr.sk/files/archiv/52/R1-BB-Slovenska-Lupca_Aktualizacia_20230302.pdf,2.3.2023,399 kB,1.062
Doprava,Implementácia GSM-R na trati Varín – Košice – Čierna nad Tisou (aktualizácia),analýza,https://www.mfsr.sk/files/archiv/19/Hodnotenie_GSM-R_Varin-KE-CnT_20230301.pdf,1.3.2023,404 kB,1.061
Doprava,Implementácia GSM-R na trati Varín – Košice – Čierna nad Tisou (aktualizácia),štúdia uskutočniteľnosti,http://www.zsr.sk/files/modernizacia-trati/za-ke-cnt/gsm-r/gsm-r-informacia.pdf,,671 kB,1.103
Doprava,Nákup 26 ks dieselových motorových jednotiek pre osobnú dopravu,analýza,https://www.mfsr.sk/files/archiv/16/Hodnotenie-ZSSK-26-DMJ_20230224.pdf,24.2.2023,654 kB,1.060
Doprava,Preložka cesty I/61 v Trenčíne,analýza,https://www.mfsr.sk/files/archiv/40/SSC_prelozka_I61_Trencin_20230210.pdf,10.2.2023,655 kB,1.059
Doprava,Nákup 5 ks ekologických koľajových vozidiel pre osobnú dopravu,analýza,https://www.mfsr.sk/files/archiv/75/Hodnotenie-ZSSK-5-EJ_20221207.pdf,7.12.2022,451 kB,1.058
Doprava,"Diaľnica D1 Bratislava - Senec, 1. úsek Bratislava – Triblavina, I. a II. etapa (aktualizácia)",analýza,https://www.mfsr.sk/files/archiv/4/hodnotenie_vfm_D1_Triblavina_20221121.pdf,24.11.2022,114 kB,1.057
Doprava,ŽSR - Zriadenie a prevádzkovanie kontrolných bodov,analýza,https://www.mfsr.sk/files/archiv/43/Hodnotenie_ChPs_20221123.pdf,23.11.2022,678 kB,1.056
Doprava,Dopravný uzol Bratislava,analýza,https://www.mfsr.sk/files/archiv/63/Hodnotenie_uzol-BA_20221103.pdf,3.11.2022,"1,52 MB",1.055
Doprava,Modernizácia železničnej trate Hronský Beňadik – Nová Baňa,analýza,https://www.mfsr.sk/files/archiv/35/Hodnotenie_Hronsky-Benadik_Nova-Bana-20220922.pdf,23.9.2022,542 kB,1.054
Doprava,Modernizácia železničnej trate Hronský Beňadik – Nová Baňa,štúdia uskutočniteľnosti,https://www.mfsr.sk/files/archiv/29/SR-KR-Hronsky-Benadik-Nova-Bana.pdf,,"1,93 MB",1.107
Doprava,Modernizácia železničnej trate Devínska Nová Ves - štátna hranica,analýza,https://www.mfsr.sk/files/archiv/82/Hodnotenie-UHP_DNV_Marchegg_20220916.pdf,16.9.2022,431 kB,1.053
Doprava,Rýchlostná cesta R2 Kriváň – Tornaľa,analýza,https://www.mfsr.sk/files/archiv/18/Hodnotenie_NDS_R2-Krivan-Tornala_20220727.pdf,27.7.2022,311 kB,1.052
Doprava,Modernizácia železničnej trate Poprad – Markušovce,analýza,https://www.mfsr.sk/files/archiv/88/Hodnotenie_Poprad_Markusovce_20220719.pdf,21.7.2022,404 kB,1.051
Doprava,Elektrifikácia trate Bánovce nad Ondavou – Humenné (aktualizácia),analýza,https://www.mfsr.sk/files/archiv/12/Hodnotenie_Elektrifikacia-BAHU_20220713.pdf,13.7.2022,583 kB,1.050
Doprava,Poskytovanie mýtnych služieb – opakovanie verejného obstarávania,analýza,https://www.mfsr.sk/files/archiv/84/hodnotenie_mytnesluzby_07072022.pdf,7.7.2022,442 kB,1.049
Doprava,Modernizácia železničného koridoru Žilina – Košice – Čierna nad Tisou,analýza,https://www.mfsr.sk/files/archiv/33/ZilinaKosiceCnT_20220706.pdf,6.7.2022,689 kB,1.048
Doprava,"Diaľnica D3, Žilina, Strážov – štátna hranica SR/PR",analýza,https://www.mfsr.sk/files/archiv/69/Hodnotenie_vfm_NDS_D3_20220622.pdf,22.6.2022,591 kB,1.047
Doprava,R2 Zvolen západ – Zvolen východ,analýza,https://www.mfsr.sk/files/archiv/47/Hodnotenie_NDS_R2_Zvolen_20220622.pdf,22.6.2022,778 kB,1.046
Doprava,"Modernizácia cesty I/75 Galanta – Nové Zámky, úsek Šaľa – obchvat (aktualizácia č. 2)",analýza,https://www.mfsr.sk/files/archiv/24/Hodnotenie_vfm_SSC_I75_Sala_20220622.pdf,22.6.2022,359 kB,1.045
Doprava,Modernizácia železničnej trate Krásno nad Kysucou – štátna hranica SR/ČR (aktualizácia),analýza,https://www.mfsr.sk/files/archiv/95/Hodnotenie-ZSR_KnK_Cadca_20220518.pdf,18.5.2022,512 kB,1.044
Doprava,Modernizácia železničnej trate Krásno nad Kysucou – štátna hranica SR/ČR (aktualizácia),štúdia uskutočniteľnosti,http://www.zsr.sk/files/modernizacia-trati/studie-realizovatelnosti/studia-realizovatelnosti-zsr-modernizacia-koridoru-statna-hranica-sr-cadca-krasno-nad-kysucou-mimo-update/modernizacia-zeleznicnej-trate-krasno-nad-kysucou-statna-hranica-sr_cr_aktualizacia-variant-c.pdf,,"2,08 MB",1.111
Doprava,"Implementácia GSM-R do siete ŽSR, úsek Varín – Košice – Čierna nad Tisou",analýza,https://www.mfsr.sk/files/archiv/20/Hodnotenie-ZSR-GSM-R-Varin-KE-CnT_20220518.pdf,18.5.2022,255 kB,1.043
Doprava,"Štúdia uskutočniteľnosti I/64 Topoľčany – Žilina, úsek Porúbka - Lietavská Lúčka, obchvat",analýza,https://www.mfsr.sk/files/archiv/84/hodnotenie_vfm_I64_Lietavska-Lucka_20220518.pdf,18.5.2022,503 kB,1.042
Doprava,ŽSR Zvýšenie priepustnosti trate Bratislava - Dunajská Streda - Komárno,analýza,https://www.mfsr.sk/files/archiv/78/Hodnotenie-ZSR-Zvysenie-priepustnosti-BA-DS-KN_20220429.pdf,30.04.2022,718 kB,1.041
Doprava,Výstavba novej železničnej trate v úseku Nitra – Trnovec nad Váhom,analýza,https://www.mfsr.sk/files/archiv/20/UHP-hodnotenie-Nitra-Trnovec_20220421.pdf,21.04.2022,844 kB,1.040
Doprava,"Modernizácia cesty I/75 Galanta – Nové Zámky, úsek Šaľa - obchvat",analýza,https://www.mfsr.sk/files/archiv/28/hodnotenie_vfm_I75_Sala_20220412.pdf,12.04.2022,547 kB,1.039
Doprava,I/15 Vranov nad Topľou - Stročín,analýza,https://www.mfsr.sk/files/archiv/48/hodnotenie_vfm_I15_Strocin_Vranov_20220218.pdf,18.2.2022,617 kB,1.038
Doprava,"I/51, I/61 Hranica SR/ČR – Holíč – Senica – Trnava – Hrnčiarovce nad Parnou",analýza,https://www.mfsr.sk/files/archiv/10/hodnotenie_SSC_I51_CZ_TT_20220217.pdf,18.2.2022,413 kB,1.037
Doprava,"ŽSR, Modernizácia koridoru, štátna hranica ČR/SR – Čadca – Krásno nad Kysucou - aktualizácia hodnotenia",analýza,https://www.mfsr.sk/files/archiv/25/KnK_Cadca_hranicaSR_akt_20220111_st.pdf,12.1.2022,193 kB,1.036
Doprava,"Modernizácia cesty I/68 Mníšek nad Popradom – Prešov, úsek Sabinov – obchvat",analýza,https://www.mfsr.sk/files/archiv/95/doprava_vfm_hodnotenie_20220110.pdf,12.1.2022,333 kB,1.035
Doprava,Modernizácia vozového parku ZSSK - časť 6 - aktualizácia hodnotenia,analýza,https://www.mfsr.sk/files/archiv/22/Hodnotenie_ZSSK_9-DMJ-aktualizacia_20211130.pdf,30.11.2021,625 kB,1.034
Doprava,"I/51, I/76 Nitra – Kalná nad Hronom – Levice (Šarovce)",analýza,https://www.mfsr.sk/files/archiv/54/hodnotenie_vfm_I51_I76_20211118_clean.pdf,18.11.2021,447 kB,1.033
Doprava,Rýchlostná cesta R1 - Banská Bystrica – Slovenská Ľupča,analýza,https://www.mfsr.sk/files/archiv/56/doprava_vfm_hodnotenie_20211117.pdf,17.11.2021,464 kB,1.032
Doprava,"D1 Lietavská Lúčka – Dubná Skala, technológia tunela",analýza,https://www.mfsr.sk/files/archiv/36/hodnotenie_vfm_D1_aktualizacia_visnove_20211129.pdf,30.10.2021,338 kB,1.031
Doprava,R2 Šaca – Košické Oľšany - II. etapa (Košice-Juh – Košické Oľšany),analýza,https://www.mfsr.sk/files/archiv/85/kosice_obchvat_vfm_20210914_final.pdf,15.9.2021,526 kB,1.030
Doprava,"Rýchlostná cesta R4 Prešov – severný obchvat, II. etapa",analýza,https://www.mfsr.sk/files/archiv/61/stanovisko_vfm_R4_PO_II_20210827.pdf,27.8.2021,532 kB,1.029
Doprava,"ŽSR, Modernizácia koridoru, štátna hranica ČR/SR – Čadca – Krásno nad Kysucou časť: Krásno nad Kysucou - Čadca (vrátane)",analýza,https://www.mfsr.sk/files/archiv/78/KnK_Cadca_hranicaSR_uhp_20210707.pdf,7.7.2021,476 kB,1.028
Doprava,Rýchlostná cesta R8 Nitra – križovatka R2,analýza,https://www.mfsr.sk/files/archiv/44/stanovisko_vfm_R8_20210513.pdf,15.5.2021,506  kB,1.027
Doprava,"Diaľnica D1 Bratislava – Senec, 1. úsek Bratislava – Triblavina, I. a II. etapa (Výstavba križovatky D1 a D4, rozšírenie a rekonštrukcia D1)",analýza,https://www.mfsr.sk/files/archiv/38/stanovisko_vfm_rozsirenie_D1_kriz_D4_20210507.pdf,7.5.2021,711 kB,1.026
Doprava,R3 Tvrdošín – Nižná nad Oravou - dodatok k hodnoteniu z júna 2017),analýza,https://www.mfsr.sk/files/archiv/29/r3_tvrdosin_nizna_vfm_poVO_20210324.pdf,31.3.2021,115  kB,1.025
Doprava,ŽSR: Elektrifikácia trate Bánovce nad Ondavou - Humenné,analýza,https://www.mfsr.sk/files/archiv/68/Hodnotenie_ZSR_ELBAHU_20210311.pdf,11.3.2021,416  kB,1.024
Doprava,Modernizácia vozového parku ZSSK časti 6 a 7,analýza,https://www.mfsr.sk/files/archiv/90/Hodnotenie_modernizaciavoz.parkuZSSKc.6a7_20201223.pdf,23.12.2020,394  kB,1.023
Doprava,"ŽSR, Elektrifikácia a optimalizácia trate Zvolen - Fiľakovo",analýza,https://www.mfsr.sk/files/archiv/27/stanovisko_ELZVFIL_20201127.pdf,27.11.2020,554  kB,1.022
Doprava,I/64 Žilina – Topoľčany,analýza,https://www.mfsr.sk/files/archiv/34/stanovisko_vfm_I64_20201118.pdf,21.11.2020,852  kB,1.021
Doprava,"ŽSR, Optimalizácia trate Prievidza – Jelšovce",analýza,https://www.mfsr.sk/files/archiv/68/Hodnotenie_PD_JE_201111.pdf,13.11.2020,160  kB,1.020
Doprava,Sanácia mimoriadnej situácie na ceste II/531 Muráň – Muránska Huta,analýza,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenie-investicnych-projektov/stanovisko_k_projektu_muran_zosuv_2020102.pdf,02.10.2020,160  kB,1.019
Doprava,Elektronický výber mýta,analýza,https://www.mfsr.sk/files/archiv/43/Myto_UHP_hodnotenie_200909_web.pdf,09.09.2020,470  kB,1.018
Doprava,Modernizácia vozového parku ŽKV v rámci OPII - 3. časť,analýza,https://www.mfsr.sk/files/archiv/80/Stanovisko_modernizacia_voz_parku_ZSSK_200902.pdf,04.09.2020,257  kB,1.016
Doprava,Modernizácia vozového parku ŽKV v rámci OPII - 3. časť,štúdia uskutočniteľnosti,https://www.zssk.sk/wp-content/uploads/2020/07/%C5%A0U_projekt-Moderniz%C3%A1cia-vozov%C3%A9ho-parku-%C5%BDKV-v-r%C3%A1mci-OPII-3.-%C4%8Das%C5%A5.pdf,07.09.2020,210  kB,1.017
Doprava,"Modernizácia ciest I/66, I/67 a I/77 Rožňava - Bardejovské kúpele",analýza,https://www.mfsr.sk/files/archiv/76/stanovisko_vfm_I66-67-77_mfsr_web.pdf,03.07.2020,839  kB,1.015
Doprava,Komplexná služba spoplatnenia cestnej infraštruktúry,analýza,https://www.mfsr.sk/files/archiv/7/Myto_UHP_hodnotenie_20200419_web.pdf,19.04.2020,554  kB,1.014
Doprava,"ŽSR, Modernizácia koridoru, štátna hranica ČR/SR – Čadca – Krásno nad Kysucou časť: Hranica SR/ČR – Čadca (mimo)",analýza,https://www.mfsr.sk/files/archiv/44/Cadca_hranicaSR_CEF_uhp_20200407_web.pdf,08.04.2020,493  kB,1.013
Doprava,Dostavba úseku D1 Lietavská Lúčka – Dubná Skala (tunel Višňové),analýza,https://www.mfsr.sk/files/archiv/65/stanovisko_visnove_mfsr_web.pdf,14.01.2020,257 kB,1.012
Doprava,Stavba úseku R2 Rožňava – Jablonov nad Turňou (tunel Soroška),analýza,https://www.mfsr.sk/files/archiv/42/r2_soroska_hodnotenieMFSR.pdf,29.12.2019,503 kB,1.011
Doprava,"ŽSR, Elektrifikácia trate Haniska – Veľká Ida – Moldava nad Bodvou mesto",analýza,https://www.mfsr.sk/files/archiv/28/stanovisko_Haniska_UHP.pdf,23.8.2019,552 kB,1.010
Doprava,"Modernizácia cesty I/68, Mníšek nad Popradom – Prešov",analýza,https://www.mfsr.sk/files/archiv/52/stanovisko_I68_vfm_20190606.pdf,12.6.2019,197 kB,1.009
Doprava,Modernizácia elektronickej komunikačnej siete ŽSR,analýza,https://www.mfsr.sk/files/archiv/67/Telematika_UHP_hodnotenie_20190514_stretnutie.pdf,15.5.2019,276 kB,1.008
Doprava,"ŽSR, dostavba zriaďovacej stanice Žilina-Teplička a nadväzujúcej železničnej infraštruktúry v uzle Žilina",analýza,https://www.mfsr.sk/files/archiv/43/Hodnotenie_UzolZA_20190305.pdf,7.3.2019,296 kB,1.007
Doprava,Modernizácia cesty I/75 Galanta – Nové Zámky,analýza,https://www.mfsr.sk/files/archiv/82/I-75Galanta-NoveZamky.pdf,29.1.2019,861 kB,1.006
Doprava,Vybudovanie infraštruktúry na kontrolu a prípravu vozového parku železničnej osobnej dopravy - Nové Zámky,analýza,https://www.mfsr.sk/files/archiv/92/THU-NZ-ZSSK_hodnotenie_20190128.pdf,28.1.2019,292 kB,1.005
Doprava,"R2 Mýtna - Lovinobaňa, Tomášovce",analýza,https://www.mfsr.sk/files/archiv/uhp/3370/76/r2_mytna_vfm_20180216.pdf,16.2.2018,284 kB,1.004
Doprava,"R4, Severný obchvat Prešova",analýza,https://www.mfsr.sk/files/archiv/uhp/3370/76/R4_Presov_VfM_stanovisko_20171220.pdf,21.12.2017,775 kB,1.003
Doprava,R3 Tvrdošín – Nižná nad Oravou,analýza,https://www.mfsr.sk/files/archiv/uhp/3370/76/r3_tvrdosin_nizna_vfm_170620_clean.pdf,20.06.2017,930 kB,1.002
Doprava,Hodnota za peniaze v nákupe rýchlikových vozňov ZSSK,analýza,https://www.mfsr.sk/files/archiv/uhp/3370/76/Rychlikove-vozne-ZSSK_20170505_ed.pdf,05.05.2017,216 kB,1.001
Informatizacia,Infraštruktúra pre elektronickú fakturáciu,hodnotenie,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/informatizacia/hodnotenie_iinfrastruktura-efaktura.pdf,12.9.2025,181 kB,2.100
Informatizacia,Infraštruktúra pre elektronickú fakturáciu,štúdia uskutočniteľnosti,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/informatizacia/i-02_projektovy_zamer_projekt_efa_public.pdf,,"2,26 MB",2.101
Informatizacia,Distribuovaný informačný ekosystém pre udržateľný rast a prax špecialistov informačných a komunikačných technológií (rozvoj NetAcad),hodnotenie,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/informatizacia/hodnotenie_netacad.pdf,20.8.2025,185 kB,2.099
Informatizacia,Informačný systém FARMÁR (aktualizácia),hodnotenie,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/informatizacia/is_farmar_aktualizacia-hodnotenia.pdf,20.8.2025,152 kB,2.098
Informatizacia,SLA zmluva pre Jednotný informačný systém v cestnej doprave (JISCD),hodnotenie,https://www.mfsr.sk/files/archiv/54/Hodnotenie_JISCD_SLA.pdf,29.7.2025,164 kB,2.097
Informatizacia,Centrálna integračná platforma MZ SR,hodnotenie,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/informatizacia/hodnotenie_cip_20250709.pdf,9.7.2025,216 kB,2.096
